Wed Apr 17 15:43:54 2024    profile_stats.prof

         387255327 function calls (336738144 primitive calls) in 106.682 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  427/421    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:855(viewLim)
       71    0.004    0.000    0.004    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
    88032    0.004    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/copy.py:182(_deepcopy_atomic)
  429/423    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:841(_unstale_viewLim)
       45    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:132(__init__)
      625    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:893(copy)
        1    0.000    0.000    0.004    0.004 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:818(_init_axis)
       96    0.001    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:778(_set_format)
      302    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2413(transform_affine)
      335    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:800(from_bounds)
      359    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:809(from_extents)
     1545    0.002    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:631(__hash__)
       71    0.000    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:263(_prepare_font)
     1046    0.002    0.000    0.004    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:754(__init__)
    23584    0.003    0.000    0.004    0.000 {built-in method builtins.isinstance}
       36    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:2474(get_tick_space)
        3    0.000    0.000    0.003    0.001 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:1024(get_tightbbox)
       96    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1413(__sub__)
       69    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:185(_reset_visual_defaults)
     4864    0.001    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:725(__getitem__)
       14    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:765(_set_scale)
       14    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/scale.py:103(set_default_locators_and_formatters)
       13    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:796(get_bbox)
       85    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:1200(findfont)
      249    0.001    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:516(update_position)
        2    0.000    0.000    0.003    0.002 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1082(set_clip_path)
      429    0.001    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:844(<dictcomp>)
  690/651    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/contextlib.py:114(__enter__)
        1    0.000    0.000    0.003    0.003 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/Image.py:321(preinit)
  357/227    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:689(__get__)
  333/203    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:651(get)
       71    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:1270(_find_fonts_by_props)
       18    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:200(draw_text)
        1    0.000    0.000    0.003    0.003 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib_inline/backend_inline.py:209(_enable_matplotlib_integration)
      501    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:642(__eq__)
       96    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:474(transformed)
       47    0.001    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:654(recache)
2574/1572    0.000    0.000    0.003    0.000 {built-in method builtins.hash}
      178    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:588(__init__)
     6902    0.002    0.000    0.003    0.000 {method '__reduce_ex__' of 'object' objects}
  690/651    0.000    0.000    0.003    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/contextlib.py:123(__exit__)
     1437    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:103(_stale_axes_callback)
       48    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(isclose)
       96    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:705(_compute_offset)
       54    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1856(trait_defaults)
        1    0.000    0.000    0.002    0.002 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib_inline/backend_inline.py:161(configure_inline_support)
      676    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(amax)
       48    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/numeric.py:2278(isclose)
     6902    0.002    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/copyreg.py:94(__newobj__)
       96    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(clip)
       13    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/configurable.py:51(__init__)
       78    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:1233(_cm_set)
        2    0.000    0.000    0.002    0.001 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:643(__init__)
        7    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1226(__call__)
       96    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1553(_get_tick_label_size)
      359    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(reshape)
       27    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:720(__set__)
       27    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:702(set)
       96    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2111(clip)
       81    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1515(_notify_observers)
      808    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1777(transform)
      849    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1843(transform_affine)
       27    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:603(get_window_extent)
     1172    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1994(_setattr_cm)
       27    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1500(_notify_trait)
  206/205    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1772(__eq__)
       27    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1511(notify_change)
        1    0.000    0.000    0.002    0.002 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/pylabtools.py:241(select_figure_formats)
      153    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:455(update_position)
       57    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:262(get_transform)
      874    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:417(pchanged)
       96    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:744(_set_order_of_magnitude)
       14    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:427(__init__)
       12    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:916(get_code)
      732    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1881(__init__)
     4868    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:674(_get)
      898    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:880(get_siblings)
      858    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:1290(set_ydata)
       13    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1125(compatible_observer)
       14    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:533(set_useMathText)
        1    0.000    0.000    0.002    0.002 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:2233(__init__)
      676    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2703(amax)
       13    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/configurable.py:203(_config_changed)
      309    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(all)
      318    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1726(normalize_kwargs)
       42    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:1140(<genexpr>)
      276    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(round_)
        1    0.000    0.000    0.002    0.002 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:69(_formatters_default)
       42    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:580(count_contains)
      359    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:198(reshape)
       96    0.000    0.000    0.002    0.000 {method 'clip' of 'numpy.ndarray' objects}
      230    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1335(__add__)
       27    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/path.py:603(get_extents)
      882    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:291(process)
        2    0.000    0.000    0.002    0.001 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:1360(_findfont_cached)
      252    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2001(rotate_deg)
       96    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/_methods.py:127(_clip)
       49    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:221(update)
        4    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/spines.py:208(register_axis)
       48    0.001    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/numeric.py:2359(within_tol)
        4    0.000    0.000    0.002    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/spines.py:221(clear)
       23    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:742(get_patch_transform)
       96    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:218(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/pyplot.py:2708(legend)
        1    0.000    0.000    0.001    0.001 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_axes.py:197(legend)
       70    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:1307(set_fontproperties)
       17    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:778(set_clip_path)
     1611    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      414    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/colors.py:265(to_rgba)
       13    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/configurable.py:157(_load_config)
      230    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2503(composite_transform_factory)
      955    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
       23    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.001    0.001 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:345(__init__)
    31/17    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:379(wrapper)
      583    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
     1671    0.001    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1764(__init__)
      276    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3754(round_)
    12331    0.001    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/multiarray.py:1079(copyto)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
        1    0.000    0.000    0.001    0.001 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/JpegImagePlugin.py:34(<module>)
      570    0.001    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:1269(set_xdata)
    64/13    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/configurable.py:132(_find_my_config)
      309    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2432(all)
      105    0.001    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2822(nonsingular)
       41    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1588(transform_path)
       14    0.000    0.000    0.001    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:533(_draw_paths_with_artist_properties)
